Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
10,30,10,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
2,0.0335224,0.552425,6
3,0.070507,0.47232,7
4,0.0694693,0.706258,8
5,0.134909,0.952231,9
6,0.0410324,0.546727,5
7,0.12546,0.812849,8
8,0.115728,0.933706,8
9,0.043274,0.52446,4
10,0.0893335,0.788861,6

1,0.0291995,0.467372,7
2,0.0641054,0.837491,8
3,0.0492572,0.513636,8
4,0.0638226,0.529949,5
5,0.0466287,0.324498,6
6,0.0641011,0.664562,8
7,0.107268,0.990277,10
8,0.162491,0.933706,8
9,0.107972,0.820989,7
10,0.046477,0.644557,6

1,0.176919,0.781008,8
2,0.0769103,0.692105,8
3,0.124512,0.915505,9
4,0.150446,0.971086,9
5,0.0985131,0.713432,8
6,0.070578,0.735348,6
7,0.117855,0.924565,7
8,0.105949,0.812849,8
9,0.119605,0.829203,8
10,0.126178,0.742787,6

1,0.107677,0.750294,7
2,0.0702122,0.804781,7
3,0.101356,0.788861,6
4,0.0737916,0.796785,7
5,0.0589004,0.448042,6
6,0.0655549,0.477316,8
7,0.152308,0.952231,9
8,0.0542082,0.529949,5
9,0.131854,0.750294,7
10,0.0596782,0.942927,8

1,0.0478851,0.98064,9
2,0.17668,0.720671,9
3,0.0706263,0.845853,9
4,0.0547897,0.820989,7
5,0.0776431,0.862804,7
6,0.103725,0.713432,8
7,0.0439929,0.438649,8
8,0.0715663,0.482358,6
9,0.0419663,0.429434,7
10,0.0471808,0.482358,6

1,0.0296792,0.420394,7
2,0.10938,0.915505,9
3,0.0851098,0.888803,7
4,0.102059,0.735348,6
5,0.100374,0.750294,7
6,0.083979,0.52446,4
7,0.0785836,0.915505,9
8,0.08936,0.990277,10
9,0.139325,0.742787,6
10,0.126952,0.906525,8
