Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,1000,10,0.001,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
2,0.0818155,0.987681,16
3,0.0986422,0.993885,17
4,0.0971811,0.99093,13
5,0.0887933,0.966878,13
6,0.0874451,0.97645,11
7,0.0857996,0.998913,16
8,0.08751,0.999752,17
9,0.0861262,0.999495,17
10,0.0866342,0.994397,16

1,0.10247,0.998999,17
2,0.0911347,0.997818,16
3,0.0964523,0.996068,15
4,0.0959175,0.997666,15
5,0.0939304,0.988322,14
6,0.087763,0.99604,13
7,0.0903348,0.990769,13
8,0.0839119,0.984347,14
9,0.0989958,0.983426,13
10,0.0939205,0.98786,11

1,0.0923672,0.977215,13
2,0.0879751,0.997029,14
3,0.0898254,0.975526,16
4,0.0945317,0.988879,15
5,0.0984883,0.997228,17
6,0.0964593,0.994872,16
7,0.0945889,0.988634,14
8,0.0935231,0.986399,14
9,0.0964115,0.99343,15
10,0.0805846,0.983943,12

1,0.0894385,0.973057,13
2,0.0996205,0.990826,14
3,0.0985193,0.993325,13
4,0.0900389,0.989087,13
5,0.0789782,0.99719,16
6,0.101088,0.99234,15
7,0.0892611,0.988851,15
8,0.093224,0.991649,13
9,0.110425,0.987171,16
10,0.0908235,0.997561,12
