Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
30,30,10,0.033,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
1,0.141331,0.944428,19
2,0.305551,0.480948,15
3,0.294518,0.902922,15
4,0.179634,0.470311,14
5,0.261819,0.341635,14
6,0.171725,0.341637,14
7,0.290024,0.342558,13
8,0.227752,0.342558,14
9,0.354872,0.669245,13
10,0.335362,0.48095,15

1,0.109129,0.68209,21
2,0.0665514,0.118268,15
3,0.0916554,0.497731,19
4,0.124561,0.502967,20
5,0.117924,0.244578,17
6,0.101116,0.123847,18
7,0.143952,0.497649,17
8,0.170452,0.952003,18
9,0.148839,0.496998,17
10,0.122106,0.456724,15

1,0.121033,0.995603,23
2,0.135795,0.979672,20
3,0.393819,0.865332,16
4,0.309994,0.974891,17
5,0.266074,0.510383,17
6,0.284022,0.975053,18
7,0.354116,0.737614,14
8,0.237385,0.707547,16
9,0.33829,0.737512,16
10,0.248496,0.973401,19

1,0.149293,0.940841,18
2,0.34179,0.959515,22
3,0.175984,0.683521,19
4,0.174999,0.604764,19
5,0.176505,0.698485,23
6,0.487271,0.960697,25
7,0.65461,0.726371,22
8,0.37892,0.887945,22
9,0.423594,0.698706,24
10,0.654276,0.999064,22

1,0.123498,0.791973,15
2,0.0835293,0.927204,14
3,0.147937,0.791148,11
4,0.219151,0.789173,13
5,0.192232,0.924925,14
6,0.601702,0.925076,16
7,0.835289,0.927204,16
8,0.877017,0.962027,17
9,0.872904,0.96258,17
10,0.502174,0.962138,18

1,0.10563,0.890625,17
2,0.206652,0.638391,20
3,0.14819,0.324941,21
4,0.157199,0.325815,18
5,0.0721545,0.157362,16
6,0.103721,0.638385,18
7,0.0725212,0.324927,18
8,0.0845926,0.324925,18
9,0.148254,0.638388,17
10,0.2668,0.638388,17

1,0.0609981,0.486497,17
2,0.184397,0.510912,20
3,0.162959,0.363682,18
4,0.0765482,0.502616,19
5,0.0545628,0.502287,19
6,0.109108,0.489775,16
7,0.0231093,0.349661,16
8,0.0115676,0.0357001,15
9,0.00726368,0.0270921,13
10,0.0248808,0.306527,17

1,0.0880476,0.978634,20
2,0.128328,0.534178,13
3,0.137786,0.157646,16
4,0.151837,0.454442,15
5,0.108148,0.228184,16
6,0.176081,0.249713,17
7,0.253102,0.956597,20
8,0.205022,0.261148,18
9,0.221019,0.261145,19
10,0.220974,0.251095,18

1,0.0667071,0.911444,17
2,0.0241497,0.0762266,20
3,0.0491658,0.159783,16
4,0.0583966,0.0743495,14
5,0.0449355,0.668661,16
6,0.0698187,0.785256,17
7,0.0251973,0.0407765,17
8,0.025827,0.0327815,16
9,0.0547886,0.615869,16
10,0.0474533,0.555573,14
