Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,10,0.033,0.33

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
6,0.0616599,0.593807,15
7,0.153175,0.930644,12
8,0.104714,0.923561,16
9,0.0826664,0.655788,13
10,0.0469021,0.716986,14

1,0.0434585,0.339232,10
2,0.125733,0.834901,12
3,0.0373318,0.396521,11
4,0.112685,0.949551,14
5,0.0572952,0.541747,11
6,0.115542,0.797384,11
7,0.061128,0.81032,10
8,0.115229,0.919954,15
9,0.173294,0.986644,17
10,0.131879,0.921203,13

1,0.0572798,0.395295,12
2,0.131674,0.897158,13
3,0.0766676,0.485853,9
4,0.132942,0.994919,16
5,0.178927,0.99528,12
6,0.0856443,0.588584,11
7,0.114142,0.78716,13
8,0.0952326,0.60147,13
9,0.164496,0.981671,14
10,0.1166,0.963737,13

1,0.0883118,0.587815,10
2,0.0965405,0.768855,14
3,0.118743,0.90377,12
4,0.0351056,0.49379,13
5,0.115597,0.815964,12
6,0.137825,0.956712,15
7,0.119413,0.999752,17
8,0.0455081,0.479334,14
9,0.122889,0.889833,11
10,0.0825895,0.766045,11

1,0.0299063,0.204285,13
2,0.145049,0.99585,14
3,0.0535942,0.724051,16
4,0.0558192,0.819593,13
5,0.0611142,0.370439,12
6,0.198128,0.994758,16
7,0.13006,0.769006,12
8,0.153872,0.94815,10
9,0.117709,0.832424,14
10,0.076047,0.963137,12

1,0.0764749,0.978178,16
2,0.0864414,0.855326,12
3,0.10175,0.708626,13
4,0.0905845,0.989625,17
5,0.123992,0.714389,10
6,0.067781,0.744847,10
7,0.089683,0.64994,11
8,0.049942,0.709711,15
9,0.140736,0.826171,12
10,0.115502,0.544709,11

1,0.0669782,0.973979,15
2,0.115443,0.810501,14
3,0.0552867,0.444646,7
4,0.0462879,0.820399,15
5,0.040568,0.807436,11
6,0.106899,0.802056,11
7,0.0870872,0.568578,11
8,0.0581175,0.449479,11
9,0.0378999,0.977421,13
10,0.0526927,0.524887,6

1,0.0757994,0.699453,10
2,0.0706157,0.683972,13
3,0.136861,0.842545,13
4,0.121343,0.845443,15
5,0.0963439,0.822908,11
6,0.0363617,0.416515,9
7,0.0523152,0.713812,12
8,0.0472835,0.733686,10
9,0.0547702,0.539493,12
10,0.0532377,0.923206,16

1,0.0765645,0.486117,13
2,0.0829874,0.659483,13
3,0.0540154,0.464365,11
4,0.105127,0.819314,14
5,0.12748,0.79677,15
6,0.137125,0.938712,13
7,0.0703708,0.553651,12
8,0.0681423,0.7417,13
9,0.0474421,0.40328,11
10,0.0813127,0.836313,16

1,0.0816632,0.862946,9
2,0.05151,0.664641,10
3,0.0959273,0.999437,16
4,0.121505,0.883636,12
5,0.0206272,0.297236,8
6,0.0794838,0.882178,14
7,0.0781643,0.969397,13
8,0.058945,0.935949,14
9,0.0629187,0.914651,16
10,0.0870197,0.716548,14

1,0.130417,0.933329,14
2,0.159054,0.99641,15
3,0.109892,0.92793,13
4,0.0902885,0.682125,11
5,0.0553543,0.541532,9
6,0.0685615,0.588762,12
7,0.0110692,0.170287,12
8,0.140031,0.871418,9
9,0.0997013,0.751723,10
10,0.10605,0.872708,11

1,0.110485,0.946797,14
2,0.105077,0.924814,10
3,0.0600485,0.542263,12
4,0.0947232,0.351287,10
5,0.0949346,0.727632,14
6,0.0943912,0.913095,15
7,0.150437,0.919618,14
8,0.0307796,0.431587,12
9,0.0630412,0.687551,12
10,0.0487784,0.590065,12
