Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,30,10,0.033,0.1

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
1,0.110489,0.944348,13
2,0.3571,0.650238,12
3,0.359979,0.65356,12
4,0.320418,0.647756,12
5,0.31506,0.651067,13
6,0.263018,0.35975,12
7,0.0851682,0.359689,11
8,0.0757762,0.17554,12
9,0.157417,0.647692,13
10,0.150404,0.232113,13

1,0.0780178,0.572001,12
2,0.0482096,0.0506733,12
3,0.0997102,0.914951,13
4,0.0400542,0.050674,13
5,0.0460701,0.05554,13
6,0.0725429,0.914951,13
7,0.0443962,0.0500124,13
8,0.118719,0.910453,12
9,0.0457234,0.0551789,12
10,0.0440614,0.0551958,14

1,0.180209,0.911321,11
2,0.135242,0.961755,12
3,0.0592453,0.668162,10
4,0.0633922,0.635063,9
5,0.101686,0.911356,11
6,0.0480297,0.055257,11
7,0.046466,0.0554262,11
8,0.142674,0.986352,12
9,0.0489793,0.0554262,11
10,0.048844,0.0546184,11

1,0.128539,0.993524,16
2,0.692407,0.820918,17
3,0.734259,0.949524,15
4,0.676371,0.873206,13
5,0.803145,0.926478,13
6,0.811468,0.92646,12
7,0.84235,0.882144,14
8,0.796971,0.931386,15
9,0.612546,0.933607,15
10,0.643633,0.893101,13

1,0.0961371,0.800134,13
2,0.694602,0.905243,15
3,0.710099,0.923189,15
4,0.754707,0.773021,14
5,0.50886,0.836362,15
6,0.541415,0.772023,12
7,0.585107,0.896285,13
8,0.58552,0.770091,11
9,0.599604,0.902944,13
10,0.31021,0.655149,12

1,0.110611,0.569887,6
2,0.408402,0.587189,11
3,0.263535,0.563452,12
4,0.257567,0.310278,12
5,0.292077,0.563475,13
6,0.287912,0.563475,13
7,0.130562,0.282707,11
8,0.0760135,0.282523,11
9,0.0795186,0.282508,9
10,0.0788112,0.270256,9

1,0.11691,0.8573,12
2,0.0449821,0.381482,11
3,0.359053,0.742101,11
4,0.381895,0.741985,11
5,0.376883,0.742451,12
6,0.6008,0.772877,13
7,0.667455,0.871014,14
8,0.535504,0.804452,14
9,0.461478,0.742685,13
10,0.453509,0.742451,12

1,0.0681802,0.651112,13
2,0.129961,0.294257,11
3,0.131025,0.20775,13
4,0.153107,0.587933,12
5,0.187187,0.588312,13
6,0.139694,0.217444,14
7,0.103629,0.612901,13
8,0.571754,0.846502,14
9,0.222773,0.614474,14
10,0.534229,0.617607,14

1,0.0508874,0.741897,11
2,0.0617877,0.426316,9
3,0.119073,0.261021,13
4,0.117971,0.249591,12
5,0.120518,0.260976,12
6,0.135109,0.515151,11
7,0.126397,0.261717,13
8,0.132168,0.519208,12
9,0.115074,0.124494,13
10,0.123738,0.520552,12

1,0.166859,0.93315,12
2,0.102841,0.914862,16
3,0.068841,0.664133,16
4,0.046769,0.607216,12
5,0.0453803,0.607216,12
6,0.0473842,0.607606,13
7,0.0666793,0.609167,14
8,0.0451107,0.59654,11
9,0.0260118,0.0412393,10
10,0.062381,0.575413,11

1,0.102177,0.810659,14
2,0.153095,0.649584,10
3,0.11817,0.160427,9
4,0.130989,0.551063,9
5,0.126598,0.160429,10
6,0.116726,0.192645,8
7,0.144383,0.598513,11
8,0.089067,0.551777,10
9,0.13152,0.772348,12
10,0.0790833,0.277883,11
