Number of Genes (l),Population Size (N),Generations (G),Mutation Probability (P_m),Crossover Probability (P_c)
20,200,10,0.005,0.6

Generation,Avg Fitness,Best Fitness,# of Correct Bits in Best
8,0.114438,0.955723,16
9,0.0886246,0.972955,13
10,0.0890478,0.946779,13

1,0.0989942,0.977954,14
2,0.104119,0.963128,11
3,0.10994,0.983257,14
4,0.0996465,0.988048,13
5,0.0874699,0.922009,13
6,0.0885318,0.956657,14
7,0.0768201,0.859361,11
8,0.104217,0.999399,15
9,0.090745,0.913798,15
10,0.0962026,0.994824,14

1,0.0839723,0.918443,14
2,0.0924694,0.982947,15
3,0.0755108,0.827272,10
4,0.0931469,0.95851,15
5,0.102619,0.921238,13
6,0.0616786,0.931538,12
7,0.0950008,0.903927,14
8,0.10433,0.95028,13
9,0.0926583,0.935779,14
10,0.084369,0.973774,12

1,0.0830288,0.96501,12
2,0.0878635,0.948314,12
3,0.0982047,0.879804,13
4,0.0883866,0.9974,18
5,0.0901165,0.978973,15
6,0.0898325,0.991885,14
7,0.0929089,0.997162,16
8,0.0989462,0.906133,15
9,0.0911358,0.92842,12
10,0.0769762,0.905801,15

1,0.103844,0.988511,14
2,0.0835702,0.911444,12
3,0.101475,0.979516,13
4,0.097031,0.973048,14
5,0.103871,0.99699,14
6,0.0843802,0.884584,12
7,0.0865254,0.972983,13
8,0.100815,0.977309,14
9,0.106578,0.912137,11
10,0.0845861,0.955988,15

1,0.0874207,0.992416,14
2,0.0825919,0.979066,14
3,0.0724468,0.946779,13
4,0.0902251,0.875497,13
5,0.0677171,0.840969,14
6,0.0828889,0.892429,12
7,0.0695113,0.976758,13
8,0.090098,0.900207,12
9,0.0619586,0.810549,14
10,0.0866274,0.989455,15

1,0.0867635,0.967424,14
2,0.0887438,0.94936,13
3,0.0953,0.993562,16
4,0.0781293,0.952559,11
5,0.101272,0.987954,13
6,0.0781592,0.950672,14
7,0.0747223,0.949169,12
8,0.122218,0.983717,12
9,0.0851567,0.931547,13
10,0.0972783,0.969509,14

1,0.101847,0.972053,12
2,0.0994742,0.988747,16
3,0.0830554,0.918505,13
4,0.0809465,0.952943,13
5,0.0779754,0.998904,16
6,0.0767943,0.918001,14
7,0.0940476,0.963755,12
8,0.088555,0.958996,15
9,0.0781444,0.981596,13
10,0.0700506,0.847717,14

1,0.0740992,0.996002,15
2,0.103409,0.988709,15
3,0.11627,0.958684,13
4,0.0851011,0.988332,14
5,0.0857105,0.896639,13
6,0.0976371,0.938531,12
7,0.0826577,0.948769,11
8,0.0510411,0.800516,15
9,0.0633283,0.985561,12
10,0.0877779,0.960108,15

1,0.0863411,0.994701,16
2,0.0719285,0.814504,12
3,0.0900545,0.955036,14
4,0.0980527,0.957913,15
5,0.0734353,0.847126,14
6,0.10468,0.93973,14
7,0.0756759,0.919008,14
8,0.101681,0.979441,12
9,0.0671061,0.946198,13
10,0.129245,0.942557,16

1,0.0796873,0.81525,14
2,0.122005,0.985881,14
3,0.0860014,0.903718,15
4,0.0966362,0.933042,14
5,0.0929425,0.983022,16
6,0.104639,0.95532,13
7,0.0634526,0.977823,15
8,0.0884157,0.889687,12
9,0.0976648,0.994957,17
10,0.0797313,0.918611,12

1,0.103004,0.988209,14
2,0.0958345,0.992406,14
3,0.0590122,0.864007,9
4,0.125151,0.981614,12
5,0.0927815,0.985777,13
6,0.0767411,0.977589,15
7,0.1024,0.959511,15
8,0.0827694,0.935806,13
9,0.0910879,0.877657,13
10,0.075763,0.936021,10
